"","participant","univ","vote","confident","comment","id","question"
"9226","raj chetty","Stanford","Strongly Agree","9","",152,1
"9227","judith chevalier","Yale","Strongly Agree","8","",152,1
"9228","janet currie","Princeton","Agree","7","A caveat is that moving from the current system to one without interest deductions could be disruptive.<br>",152,1
"9229","david cutler","Harvard","Uncertain","3","Primary impact is likely to be on house prices.<br>",152,1
"9230","angus deaton","Princeton","Agree","4","Hard to do the distributional effects in my head, let alone do the full second best calculation.<br>",152,1
"9231","darrell duffie","Stanford","Strongly Agree","7","",152,1
"9232","aaron edlin","Berkeley","Disagree","8","Trick question. i object. financing could be less efficient-- it would bias to pay cash instead of borrowing. housing choice would be better<br>",152,1
"9233","barry eichengreen","Berkeley","Agree","6","",152,1
"9234","ray fair","Yale","Strongly Agree","10","",152,1
"9235","pinelopi goldberg","Yale","Agree","4","",152,1
"9236","claudia goldin","Harvard","Agree","3","The mortgage interest rate deduction is only for housing and distorts household decisions relative to other goods and services.<br>",152,1
"9237","austan goolsbee","Chicago","Agree","9","there is some question in the data about how large these effects are, in practice, but the economic idea is straightforward<br>",152,1
"9238","michael greenstone","Chicago","Strongly Agree","8","",152,1
"9239","robert hall","Stanford","Disagree","8","The interest deduction offsets the wedge of high property taxes. We really need a comprehensive consumption tax, not little changes.<br>",152,1
"9240","bengt holmstrom","MIT","Agree","5","In theory, of course, but unclear how to measure it in practice. Note: tax subsidies for debt may serve other social purposes.<br>",152,1
"9241","caroline hoxby","Stanford","Did Not Answer","","",152,1
"9242","kenneth judd","Stanford","Did Not Answer","","",152,1
"9243","anil kashyap","Chicago","Strongly Agree","7","There is no good reason for using the tax system to subsidize home purchases. Lower rates and a broader tax base are the way to go. <br>",152,1
"9244","pete klenow","Stanford","Agree","5","<a href=""http://www.nber.org/papers/w9284"" target=""_blank-see background information here</a><br><a href=""http://www.nber.org/papers/w3963"" target=""_blank-see background information here</a><br>",152,1
"9245","edward lazear","Stanford","Agree","7","More important than financing choice is likely the excess of housing investment relative to other investment that would be reduced. <br>",152,1
"9246","jonathan levin","Stanford","Agree","3","",152,1
"9247","eric maskin","Harvard","Agree","6","Good idea for the long run. But housing market too weak to eliminate mortgage interest deductions now<br>",152,1
"9248","william nordhaus","Yale","Strongly Agree","8","This is well studied. Perhaps some reservations for externalities of home ownership, but that has proven elusive.<br>",152,1
"9249","maurice obstfeld","Berkeley","Agree","7","",152,1
"9250","cecilia rouse","Princeton","Agree","6","Better to level the playing field in terms of investments.<br>",152,1
"9251","emmanuel saez","Berkeley","Agree","1","Ideal solution is to tax imputed rent. As this is difficult in practice, it's better to not allow interest deductions<br>",152,1
"9252","jose scheinkman","Princeton","Agree","8","",152,1
"9253","richard schmalensee","MIT","Strongly Agree","8","",152,1
"9254","hyun song-shin","Princeton","Agree","7","",152,1
"9255","james stock","Harvard","Agree","4","",152,1
"9256","nancy stokey","Chicago","Uncertain","5","Unclear what is meant by the ""efficiency"" of financing decisions by individuals.<br>",152,1
"9257","richard thaler","Chicago","Agree","7","Can't just drop this suddenly given the state of the housing market so best to phase it out very gradually. <br>",152,1
"9258","christopher udry","Yale","Agree","8","",152,1
"9259","luigi zingales","Chicago","Strongly Agree","9","",152,1
"9260","daron acemoglu","MIT","Agree","5","Caveat: the appropriate corporate tax reduction is important here, since many firms do not have access to equity financing.<br>",152,2
"9261","joseph altonji","Yale","No Opinion","","Corporate finance is not my area.<br>",152,2
"9262","alan auerbach","Berkeley","Strongly Agree","9","",152,2
"9263","david autor","MIT","Strongly Agree","8","",152,2
"9264","katherine baicker","Chicago","Uncertain","4","",152,2
"9265","marianne bertrand","Chicago","Agree","3","",152,2
"9266","raj chetty","Stanford","Agree","7","",152,2
"9267","judith chevalier","Yale","Strongly Agree","8","",152,2
"9268","janet currie","Princeton","Agree","7","",152,2
"9269","david cutler","Harvard","Uncertain","1","Not sure I can characterize all of what would happen if we had debt-equity switch.<br>",152,2
"9270","angus deaton","Princeton","No Opinion","","",152,2
"9271","darrell duffie","Stanford","Strongly Agree","8","Subsidizing debt increases expected financial distress costs, only some of which are internalized by firms' managers and shareholders.<br>",152,2
"9272","aaron edlin","Berkeley","Agree","6","sounds like introducing a level playing field for debt and equity...what am I missing..different tax rates at individual level i suppose.<br>",152,2
"9273","barry eichengreen","Berkeley","Agree","4","",152,2
"9274","ray fair","Yale","Strongly Agree","8","",152,2
"9275","pinelopi goldberg","Yale","Agree","4","",152,2
"9276","claudia goldin","Harvard","No Opinion","","",152,2
"9277","austan goolsbee","Chicago","Strongly Agree","9","same rationale as on the personal side. Clearly there would be transition issues for existing capital but the basic idea is straightforward<br>",152,2
"9278","michael greenstone","Chicago","Strongly Agree","9","",152,2
"9279","robert hall","Stanford","Uncertain","8","Can't even think about removing interest deduction while retaining taxation of interest receipts. Again, we need cons tax, not little fixes.<br><a href=""http://www.hooverpress.org/productdetails.cfm?PC=1274"" target=""_blank-see background information here</a><br>",152,2
"9280","bengt holmstrom","MIT","Agree","4","Equity financing plays small role for mature firms, Leveling the playing field may not matter that much. <br>",152,2
"9281","caroline hoxby","Stanford","Did Not Answer","","",152,2
"9282","kenneth judd","Stanford","Did Not Answer","","",152,2
"9283","anil kashyap","Chicago","Agree","7","",152,2
"9284","pete klenow","Stanford","Strongly Agree","5","<a href=""http://www.nber.org/papers/w16023.pdf"" target=""_blank-see background information here</a><br>",152,2
"9285","edward lazear","Stanford","Agree","8","This is the standard issue of subsidizing debt financing over equity financing and the proposal moves in the right direction.<br>",152,2
"9286","jonathan levin","Stanford","Uncertain","3","",152,2
"9287","eric maskin","Harvard","Agree","8","",152,2
"9288","william nordhaus","Yale","Agree","7","Complicated b/c financing structures are currently tangled, so it will be impossible to achieve assumptions. Unclear about financial firms.<br>",152,2
"9289","maurice obstfeld","Berkeley","Strongly Agree","8","",152,2
"9290","cecilia rouse","Princeton","Agree","5","",152,2
"9291","emmanuel saez","Berkeley","Agree","6","",152,2
"9292","jose scheinkman","Princeton","Uncertain","7","I do not like the distinction between financial and other firms proposed here. An allowance for corporate equity seems preferable.<br>",152,2
"9293","richard schmalensee","MIT","Agree","5","",152,2
"9294","hyun song-shin","Princeton","Uncertain","7","Case for ""yes"" is stronger for financial firms.<br>",152,2
"9295","james stock","Harvard","Uncertain","1","",152,2
"9296","nancy stokey","Chicago","Agree","5","",152,2
"9297","richard thaler","Chicago","No Opinion","","",152,2
"9298","christopher udry","Yale","Uncertain","1","",152,2
"9299","luigi zingales","Chicago","Strongly Agree","9","",152,2
"9300","daron acemoglu","MIT","Agree","4","",153,1
"9301","joseph altonji","Yale","Strongly Agree","9","",153,1
"9302","alan auerbach","Berkeley","Strongly Agree","8","",153,1
"9303","david autor","MIT","Strongly Agree","8","Experts are generally no better than the rest of us -- often worse. <br>",153,1
"9304","katherine baicker","Chicago","Strongly Agree","5","",153,1
"9305","marianne bertrand","Chicago","Agree","5","",153,1
"9306","raj chetty","Stanford","Strongly Agree","7","",153,1
"9307","judith chevalier","Yale","Agree","8","There is short run predictability but consistently on a given day is a high standard.<br>",153,1
"9308","janet currie","Princeton","Agree","8","",153,1
"9309","david cutler","Harvard","Agree","3","I suspect 'very few' is an important qualifier. <br>",153,1
"9310","angus deaton","Princeton","Agree","7","Provided ""very few"" includes the minority of hedge fund traders who clearly can.<br>",153,1
"9311","darrell duffie","Stanford","Strongly Agree","9","Despite attempts, there is no solid empirical evidence or convincing theoretical support for the contrary view.<br>",153,1
"9312","aaron edlin","Berkeley","Strongly Agree","10","Randomness is the best ex ante explanation of a given stock's movement on a given day.<br><a href=""http://works.bepress.com/aaron_edlin/"" target=""_blank-see background information here</a><br>",153,1
"9313","barry eichengreen","Berkeley","Agree","7","",153,1
"9314","ray fair","Yale","Strongly Agree","10","",153,1
"9315","pinelopi goldberg","Yale","Strongly Agree","8","",153,1
"9316","claudia goldin","Harvard","Agree","2","If even a few could predict that well then there would be little volatility and these ""geniuses"" would be very rich.<br>",153,1
"9317","austan goolsbee","Chicago","Strongly Agree","10","We have at least 10,000 research papers establishing this one as a fact<br>",153,1
"9318","michael greenstone","Chicago","Strongly Agree","8","",153,1
"9319","robert hall","Stanford","Strongly Agree","8","",153,1
"9320","bengt holmstrom","MIT","Agree","8","Answer assumes that no public information is unaccounted for, because stock market is closed.<br>",153,1
"9321","caroline hoxby","Stanford","Did Not Answer","","",153,1
"9322","kenneth judd","Stanford","Strongly Agree","8","This is the conclusion of the empirical evidence I have seen.<br>",153,1
"9323","anil kashyap","Chicago","Strongly Agree","10","Everyone should have to read Ken French's Presidential Address to the American Finance Association on the perils of active investing. <br><a href=""http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1105775%20%20"" target=""_blank-see background information here</a><br>",153,1
"9324","pete klenow","Stanford","Strongly Agree","5","Predictable anomalies are surely a small part of daily variance. Long term predictability seems greater (Campbell-Shiller).<br><a href=""http://kuznets.fas.harvard.edu/~campbell/papers/PrincetonFinanceLectures110608.pdf"" target=""_blank-see background information here</a><br>",153,1
"9325","edward lazear","Stanford","Strongly Agree","8","Markets may be far from perfect, but the literature supports that the current price is the best predictor of tomorrow's price.<br>",153,1
"9326","jonathan levin","Stanford","Agree","3","Hard one to answer - probably depends on interpretation of ""very few"" and ""consistently"".<br>",153,1
"9327","eric maskin","Harvard","Agree","8","Predicting how individual stocks will behave is notoriously difficult.<br>",153,1
