"","subject","question.x","time","n_q","question.y","id"
"382","Drug Use Policies","The Netherlands restrictions on ¡°soft drugs¡± combined with a moderate taxaimed at deterring their consumption would have lower social costs thancontinuing to prohibit use of those drugs as in the US. <a href=""http://translate.google.com/translate?hl=en&amp;sl=nl&amp;u=http://www.rijksoverheid.nl/onderwerpen/drugs/vraag-en-antwoord/over-hoeveel-gram-softdrugs-mag-ik-als-gebruiker-beschikken.html&amp;ei=VazgTtW-CIGW2QX5irHmBA&amp;sa=X&amp;oi=translate&amp;ct=result&amp;resnum=10&amp;ved=0CHIQ7gEwCQ&amp;prev=/search%3Fq%3Dgedoogbeleid%26hl%3Den%26client%3Dfirefox-a%26hs%3DD4d%26rls%3Dorg.mozilla:en-US:official%26prmd%3Dimvns"" target=""_blank"">(Click here for asummary of the Netherlands restrictions.)</a>","Monday, December 12th, 2011 11:21 am",2,"The Netherlands restrictions on ¡°soft drugs¡± combined with a moderate taxaimed at deterring their consumption would have lower social costs thancontinuing to prohibit use of those drugs as in the US. <a href=""http://translate.google.com/translate?hl=en&amp;sl=nl&amp;u=http://www.rijksoverheid.nl/onderwerpen/drugs/vraag-en-antwoord/over-hoeveel-gram-softdrugs-mag-ik-als-gebruiker-beschikken.html&amp;ei=VazgTtW-CIGW2QX5irHmBA&amp;sa=X&amp;oi=translate&amp;ct=result&amp;resnum=10&amp;ved=0CHIQ7gEwCQ&amp;prev=/search%3Fq%3Dgedoogbeleid%26hl%3Den%26client%3Dfirefox-a%26hs%3DD4d%26rls%3Dorg.mozilla:en-US:official%26prmd%3Dimvns"" target=""_blank"">(Click here for asummary of the Netherlands restrictions.)</a>",221
"383","Italy¡¯s Debt","Credible assumptions forinflation, GDP growth and primary budget deficits in Italy imply that eitherthe Debt-to-GDP ratio in Italy<U+00A0>would<U+00A0>increase sharply if Italianinterest rates on 10-year government debt<U+00A0>remained at the November 30level of around 7 percent<U+00A0>or Italy<U+00A0>would<U+00A0>lose access to the bondmarket.","Monday, December 5th, 2011 11:39 am",1,"Credible assumptions forinflation, GDP growth and primary budget deficits in Italy imply that eitherthe Debt-to-GDP ratio in Italy<U+00A0>would<U+00A0>increase sharply if Italianinterest rates on 10-year government debt<U+00A0>remained at the November 30level of around 7 percent<U+00A0>or Italy<U+00A0>would<U+00A0>lose access to the bondmarket.",222
"384","Italy¡¯s Debt","Credible assumptions forinflation, GDP growth and primary budget deficits in Italy imply that eitherthe Debt-to-GDP ratio in Italy<U+00A0>would<U+00A0>increase sharply if Italianinterest rates on 10-year government debt<U+00A0>remained at the November 30level of around 7 percent<U+00A0>or Italy<U+00A0>would<U+00A0>lose access to the bondmarket.","Monday, December 5th, 2011 11:39 am",1,"Absent outside help to dealwith runs, such as a pledge of fiscal support from Germany or an unlimitedcommitment by the ECB to buy bonds, there is no<U+00A0>spending-and-tax planItaly can announce that would<U+00A0>be<U+00A0>credible enoughto<U+00A0>hold<U+00A0>its<U+00A0>interest rates<U+00A0>low<U+00A0>enough to stabilize itsDebt-to-GDP ratio.",223
"385","Italy¡¯s Debt","Absent outside help to dealwith runs, such as a pledge of fiscal support from Germany or an unlimitedcommitment by the ECB to buy bonds, there is no<U+00A0>spending-and-tax planItaly can announce that would<U+00A0>be<U+00A0>credible enoughto<U+00A0>hold<U+00A0>its<U+00A0>interest rates<U+00A0>low<U+00A0>enough to stabilize itsDebt-to-GDP ratio.","Monday, December 5th, 2011 11:39 am",2,"Credible assumptions forinflation, GDP growth and primary budget deficits in Italy imply that eitherthe Debt-to-GDP ratio in Italy<U+00A0>would<U+00A0>increase sharply if Italianinterest rates on 10-year government debt<U+00A0>remained at the November 30level of around 7 percent<U+00A0>or Italy<U+00A0>would<U+00A0>lose access to the bondmarket.",222
"386","Italy¡¯s Debt","Absent outside help to dealwith runs, such as a pledge of fiscal support from Germany or an unlimitedcommitment by the ECB to buy bonds, there is no<U+00A0>spending-and-tax planItaly can announce that would<U+00A0>be<U+00A0>credible enoughto<U+00A0>hold<U+00A0>its<U+00A0>interest rates<U+00A0>low<U+00A0>enough to stabilize itsDebt-to-GDP ratio.","Monday, December 5th, 2011 11:39 am",2,"Absent outside help to dealwith runs, such as a pledge of fiscal support from Germany or an unlimitedcommitment by the ECB to buy bonds, there is no<U+00A0>spending-and-tax planItaly can announce that would<U+00A0>be<U+00A0>credible enoughto<U+00A0>hold<U+00A0>its<U+00A0>interest rates<U+00A0>low<U+00A0>enough to stabilize itsDebt-to-GDP ratio.",223
"387","Healthcare","There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.","Monday, November 21st, 2011 10:45 am",1,"There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.",224
"388","Buy American","Federal mandates thatgovernment purchases should be ¡°buy American¡± unless there are exceptionalcircumstances,such as in<U+00A0>the American Recovery and Reinvestment Act of 2009,<U+00A0>have<U+00A0>a significant positive impact on U.S. manufacturing employment.","Tuesday, November 15th, 2011 9:00 am",1,"Federal mandates thatgovernment purchases should be ¡°buy American¡± unless there are exceptionalcircumstances,such as in<U+00A0>the American Recovery and Reinvestment Act of 2009,<U+00A0>have<U+00A0>a significant positive impact on U.S. manufacturing employment.",225
"389","Tax Reform","Eliminating taxdeductions for non-investment personal interest expenses (e.g., on mortgages),with reductions in personal tax rates that are both budget neutral and keep theburden of taxes by income group the same, would lead to more efficientfinancing decisions by individuals.","Monday, November 7th, 2011 3:31 pm",1,"Eliminating taxdeductions for non-investment personal interest expenses (e.g., on mortgages),with reductions in personal tax rates that are both budget neutral and keep theburden of taxes by income group the same, would lead to more efficientfinancing decisions by individuals.",226
"390","Tax Reform","Eliminating taxdeductions for non-investment personal interest expenses (e.g., on mortgages),with reductions in personal tax rates that are both budget neutral and keep theburden of taxes by income group the same, would lead to more efficientfinancing decisions by individuals.","Monday, November 7th, 2011 3:31 pm",1,"Reducing thedeductibility of<U+00A0>interest expenses for non-financial businesses toequalize the overall tax cost of debt and equity financing, while usingthe<U+00A0>extra revenue to reduce personal and corporate tax rates in a budgetneutral fashion that also keeps the burden of taxes the same, would lead tomore efficient financing decisions by firms.",227
"391","Tax Reform","Reducing thedeductibility of<U+00A0>interest expenses for non-financial businesses toequalize the overall tax cost of debt and equity financing, while usingthe<U+00A0>extra revenue to reduce personal and corporate tax rates in a budgetneutral fashion that also keeps the burden of taxes the same, would lead tomore efficient financing decisions by firms.","Monday, November 7th, 2011 3:31 pm",2,"Eliminating taxdeductions for non-investment personal interest expenses (e.g., on mortgages),with reductions in personal tax rates that are both budget neutral and keep theburden of taxes by income group the same, would lead to more efficientfinancing decisions by individuals.",226
